"","caseid","tea_supp","defsppr_self","spsrvpr_ssself","guarpr_self","immig_checks","wiretap","gun_control","aidblack_self","libcpre_self","white","dem_edu","tea_supp.1","fox","gender_respondent_x","dem_age_r_x","inc_incgroup_pre","Obama","Auth","bornagain","church","republican","trad_adjust","trad_lifestyle","trad_tolerant","trad_famval"
"186",186,0,1,2,5,3,3,2,4,2,"White",13,0,"Does not watch Fox","1. male",55,1,60,0.5,"1. yes","1. yes",2,5,4,4,4
"187",187,0,5,NA,1,3,2,3,3,NA,"White",9,0,"Does not watch Fox","1. male",69,NA,100,0.75,"1. yes","1. yes",2,3,4,2,3
"188",188,1,4,3,3,3,2,2,5,6,"White",13,1,NA,"1. male",53,22,15,0.75,"2. no","2. no",6,5,5,5,4
"189",189,0,4,1,3,3,3,3,NA,NA,"White",9,0,"Does not watch Fox","2. female",43,27,85,0.75,"2. no","2. no",5,1,3,1,4
"190",190,0,4,6,4,2,NA,2,NA,3,"White",9,0,"Does not watch Fox","2. female",63,9,85,NA,NA,"2. no",1,2,3,1,1
"191",191,1,5,4,1,2,1,2,1,4,"White",10,1,"Does not watch Fox","2. female",46,21,40,1,"2. no","1. yes",5,4,4,3,5
"192",192,0,7,5,NA,3,NA,2,1,4,"White",13,0,"Does not watch Fox","2. female",33,13,85,0.75,"2. no","1. yes",2,4,5,1,3
"193",193,0,NA,NA,4,3,NA,2,NA,NA,"White",10,0,"Watches Fox","1. male",33,17,NA,NA,"2. no","1. yes",NA,2,4,1,3
"194",194,1,5,3,2,3,NA,3,NA,NA,"White",9,1,"Does not watch Fox","1. male",56,10,0,0.75,NA,"2. no",5,2,4,1,4
"195",195,0,6,NA,NA,3,2,3,NA,NA,"White",10,0,"Does not watch Fox","1. male",36,21,85,NA,NA,"2. no",1,2,3,2,4
"196",196,0,NA,NA,6,2,NA,3,1,NA,"Non-white",5,0,"Does not watch Fox","2. female",26,4,85,0.75,"2. no","1. yes",2,2,5,4,4
"197",197,0,5,NA,4,2,2,2,NA,NA,"White",12,0,"Does not watch Fox","1. male",22,2,90,0.5,"2. no","1. yes",1,4,4,2,4
"198",198,0,NA,6,4,1,2,3,1,NA,"Non-white",12,0,"Does not watch Fox","2. female",36,15,85,1,NA,NA,3,2,3,2,3
"199",199,0,3,4,3,2,1,2,4,NA,"White",16,0,"Does not watch Fox","1. male",53,19,70,0.25,NA,"2. no",3,2,2,2,3
"200",200,0,4,3,3,3,2,3,NA,5,"White",13,0,"Does not watch Fox","2. female",22,3,30,0.5,"2. no","1. yes",6,2,2,2,4
"201",201,0,4,4,5,2,NA,3,NA,5,"White",14,0,"Does not watch Fox","2. female",32,19,30,NA,"1. yes","1. yes",6,NA,NA,NA,NA
"202",202,0,5,5,1,1,3,2,1,1,"Non-white",10,0,"Watches Fox","2. female",51,NA,100,NA,"2. no","1. yes",7,2,5,5,1
"203",203,0,6,5,NA,2,3,3,4,NA,"Non-white",5,0,"Does not watch Fox","2. female",24,1,70,1,"1. yes","1. yes",4,1,3,1,4
"204",204,0,5,NA,7,3,2,3,3,NA,"White",10,0,"Watches Fox","2. female",22,4,70,0.75,"1. yes","2. no",5,4,3,2,3
"205",205,0,NA,NA,NA,3,2,3,NA,NA,"White",9,0,NA,"1. male",43,1,85,0.5,"2. no","1. yes",5,1,4,2,4
"206",206,0,1,7,7,1,NA,3,7,1,"White",10,0,"Does not watch Fox","2. female",22,3,85,0,NA,"2. no",3,1,4,1,1
"207",207,1,2,1,1,1,1,1,1,4,"White",13,1,"Does not watch Fox","1. male",25,1,0,0.25,NA,"2. no",4,4,1,1,2
"208",208,0,4,3,5,2,1,2,4,3,"White",10,0,"Does not watch Fox","1. male",21,1,70,0.75,NA,"2. no",3,4,2,2,4
"209",209,0,4,2,3,3,1,2,2,5,"White",14,0,"Does not watch Fox","1. male",25,7,40,0.75,"1. yes","1. yes",6,5,4,2,5
"210",210,0,2,5,7,1,1,2,NA,3,"White",14,0,"Does not watch Fox","1. male",32,9,100,0.25,NA,"2. no",1,1,1,3,4
"211",211,1,4,1,2,3,2,2,2,5,"White",14,1,NA,"2. female",35,19,70,0.25,"1. yes","2. no",5,5,4,4,5
"212",212,NA,4,5,4,1,2,3,5,4,"White",13,NA,"Does not watch Fox","1. male",31,8,85,0,NA,"2. no",3,1,2,1,5
"213",213,NA,NA,NA,4,3,2,3,1,NA,"Non-white",13,NA,"Does not watch Fox","1. male",39,20,60,0.75,"1. yes","1. yes",4,4,5,1,4
"214",214,NA,NA,7,7,NA,1,3,NA,NA,"Non-white",8,NA,"Does not watch Fox","2. female",47,NA,50,1,NA,"2. no",4,2,3,1,5
"215",215,1,7,1,1,3,2,2,1,NA,"Non-white",9,1,"Does not watch Fox","1. male",57,1,85,1,"2. no","1. yes",1,1,5,2,5
"216",216,0,4,NA,4,3,NA,1,6,NA,"White",9,0,"Does not watch Fox","2. female",22,1,70,NA,NA,"2. no",5,NA,NA,NA,NA
"217",217,0,3,3,3,3,3,3,2,4,"White",12,0,"Watches Fox","2. female",53,17,70,0.5,"2. no","1. yes",2,5,2,3,5
"218",218,0,4,3,3,1,2,2,NA,5,"White",14,0,"Does not watch Fox","1. male",32,26,40,0.5,"2. no","1. yes",6,2,1,4,1
"219",219,1,5,NA,3,3,2,2,4,6,"White",15,1,"Watches Fox","1. male",70,22,0,0.25,"2. no","1. yes",7,4,4,4,5
"220",220,0,5,5,4,3,1,3,4,3,"White",10,0,"Does not watch Fox","2. female",40,17,70,0.75,NA,"2. no",2,4,4,2,4
"221",221,0,NA,4,3,3,NA,2,NA,4,"White",9,0,"Does not watch Fox","2. female",51,9,50,0.5,NA,"2. no",3,3,3,3,3
"222",222,0,3,4,3,3,2,3,1,3,"White",10,0,"Watches Fox","1. male",57,1,85,0.75,"2. no","1. yes",1,3,4,2,4
"223",223,NA,3,3,6,3,3,3,NA,NA,"White",9,NA,"Does not watch Fox","2. female",59,22,70,0.75,"2. no","2. no",4,4,4,1,4
"224",224,0,5,3,2,3,2,3,NA,5,"White",14,0,"Does not watch Fox","2. female",40,23,30,0,"2. no","1. yes",6,4,2,2,4
"225",225,1,7,4,1,3,NA,1,1,7,"White",9,1,"Watches Fox","2. female",54,NA,0,NA,"2. no","2. no",7,NA,NA,NA,NA
"226",226,NA,NA,4,2,3,2,3,1,NA,"White",10,NA,"Does not watch Fox","2. female",52,22,0,0.5,"1. yes","1. yes",4,3,5,2,5
"227",227,0,5,4,2,3,1,2,4,2,"Non-white",11,0,"Does not watch Fox","1. male",60,NA,85,1,"1. yes","2. no",3,4,4,2,4
"228",228,NA,3,NA,4,3,2,NA,1,5,"White",9,NA,"Does not watch Fox","2. female",89,1,15,0.75,NA,"1. yes",7,2,4,2,4
"229",229,NA,4,2,NA,3,NA,3,4,NA,"White",9,NA,NA,"2. female",59,2,40,NA,"1. yes","1. yes",5,NA,NA,NA,NA
"230",230,0,3,5,4,1,1,3,4,2,"White",13,0,"Does not watch Fox","2. female",46,25,70,0.25,"2. no","2. no",1,5,1,5,2
"231",231,1,5,3,2,3,1,2,3,5,"White",13,1,"Watches Fox","1. male",42,20,40,0.5,"2. no","2. no",5,4,2,2,4
"232",232,0,4,4,4,1,2,3,4,4,"White",10,0,"Does not watch Fox","1. male",NA,25,85,0.5,"2. no","1. yes",3,4,2,2,4
"233",233,1,5,3,4,3,2,2,1,NA,"White",8,1,"Does not watch Fox","2. female",54,NA,0,0.75,NA,"2. no",5,5,5,1,5
"234",234,0,NA,2,2,3,2,3,1,5,"White",13,0,"Does not watch Fox","1. male",42,18,40,0.5,NA,"2. no",5,4,3,2,5
"235",235,0,4,3,3,1,2,3,3,NA,"White",13,0,"Watches Fox","2. female",53,27,60,1,"2. no","2. no",1,2,2,2,4
"236",236,0,4,4,4,3,1,3,1,4,"White",9,0,"Does not watch Fox","1. male",47,11,100,0.5,NA,"2. no",3,4,2,1,4
"237",237,0,3,3,4,3,1,2,4,1,"White",9,0,"Does not watch Fox","1. male",61,5,100,0.5,NA,"2. no",1,4,2,2,4
"238",238,0,4,NA,4,3,1,1,4,4,"White",9,0,"Watches Fox","1. male",64,2,50,0,"2. no","2. no",3,2,2,4,4
"239",239,0,4,2,1,3,1,2,1,5,"White",14,0,"Does not watch Fox","1. male",47,26,40,0,NA,"2. no",5,3,1,1,1
"240",240,0,3,4,3,3,2,3,4,5,"Non-white",16,0,NA,"1. male",50,23,70,0.5,NA,"2. no",4,3,3,4,5
"241",241,NA,6,5,NA,3,2,3,6,NA,"White",8,NA,NA,"2. female",47,11,0,0.75,NA,"2. no",4,1,3,2,4
"242",242,1,5,1,2,3,2,2,2,6,"White",13,1,"Watches Fox","1. male",61,19,30,0.5,"1. yes","1. yes",5,5,4,2,5
"243",243,0,2,2,2,1,1,3,2,2,"White",13,0,NA,"1. male",64,24,70,0,NA,"1. yes",3,1,1,1,1
"244",244,0,5,4,3,2,NA,2,3,4,"Non-white",10,0,NA,"1. male",34,1,70,NA,NA,"2. no",3,NA,NA,NA,NA
"245",245,0,5,4,NA,3,2,3,NA,NA,"White",11,0,"Watches Fox","2. female",56,14,70,0.25,NA,"2. no",3,2,4,3,4
"246",246,0,3,6,4,1,1,1,2,2,"White",8,0,"Watches Fox","1. male",55,19,85,0.25,"2. no","2. no",1,5,4,2,5
"247",247,0,4,4,4,2,2,2,NA,2,"White",5,0,"Does not watch Fox","1. male",61,18,85,0.5,NA,"2. no",3,5,5,3,5
"248",248,0,5,5,4,3,2,3,2,3,"White",10,0,"Does not watch Fox","2. female",20,22,60,0.25,NA,"2. no",3,2,4,2,3
"249",249,0,3,3,5,1,1,1,3,4,"White",10,0,"Does not watch Fox","1. male",41,11,85,0.5,"2. no","2. no",3,2,2,2,3
"250",250,NA,5,4,4,3,2,2,4,5,"White",10,NA,"Does not watch Fox","2. female",56,17,85,0.75,"2. no","2. no",1,2,4,1,5
"251",251,0,NA,NA,5,1,3,3,7,NA,"White",9,0,NA,"2. female",35,3,85,0.5,NA,"2. no",4,2,3,2,4
"252",252,0,NA,NA,NA,3,2,2,4,NA,"White",9,0,"Does not watch Fox","2. female",62,1,100,0.5,"2. no","2. no",1,1,5,1,1
"253",253,NA,4,5,4,3,2,3,NA,4,"White",14,NA,"Does not watch Fox","2. female",68,13,50,0.25,"2. no","2. no",4,4,5,4,5
"254",254,0,7,7,NA,3,2,2,1,NA,"White",6,0,"Does not watch Fox","2. female",54,3,50,1,"1. yes","2. no",3,3,3,2,5
"255",255,0,7,6,6,1,2,2,6,2,"White",12,0,"Does not watch Fox","1. male",41,14,85,0.75,"1. yes","1. yes",2,1,1,1,1
"256",256,0,5,3,3,3,2,2,4,4,"White",10,0,"Does not watch Fox","2. female",49,16,30,0.5,"1. yes","1. yes",6,5,4,4,5
"257",257,1,4,2,1,3,NA,2,2,6,"White",13,1,"Does not watch Fox","2. female",41,19,20,0.25,"2. no","1. yes",7,5,4,4,4
"258",258,0,4,5,5,1,NA,3,4,4,"White",10,0,"Does not watch Fox","2. female",74,NA,70,NA,NA,"1. yes",2,2,3,3,4
"259",259,0,6,4,4,1,NA,3,2,5,"White",9,0,"Does not watch Fox","2. female",83,5,70,NA,"2. no","2. no",5,NA,NA,NA,NA
"260",260,0,5,6,6,1,1,3,6,2,"White",13,0,"Does not watch Fox","1. male",75,23,85,0,NA,"2. no",3,4,1,1,4
"261",261,0,4,6,5,1,2,3,5,2,"White",14,0,"Does not watch Fox","1. male",69,18,100,0,"2. no","1. yes",1,2,1,2,2
"262",262,0,4,5,4,3,2,3,3,2,"White",13,0,"Does not watch Fox","2. female",85,24,85,0,NA,"1. yes",1,2,5,2,4
"263",263,1,4,3,3,3,2,3,4,6,"White",13,1,"Does not watch Fox","2. female",60,21,40,0.75,"1. yes","1. yes",5,5,5,4,5
"264",264,0,2,2,2,NA,1,3,1,3,"White",13,0,"Watches Fox","2. female",83,2,60,0.5,NA,"2. no",5,2,3,2,5
"265",265,1,2,6,7,1,1,3,7,4,"Non-white",10,1,"Does not watch Fox","2. female",23,4,85,NA,"1. yes","2. no",2,1,5,1,2
"266",266,NA,5,5,3,2,2,2,1,4,"White",12,NA,NA,"2. female",45,17,85,0.5,"1. yes","2. no",2,3,3,1,4
"267",267,0,NA,NA,4,2,NA,3,3,4,"White",13,0,"Does not watch Fox","2. female",83,NA,70,0.75,NA,"1. yes",4,5,4,3,3
"268",268,0,4,3,6,2,2,2,4,3,"White",8,0,NA,"1. male",19,15,15,0.75,"1. yes","1. yes",6,4,5,4,5
"269",269,0,5,4,6,2,1,2,NA,4,"White",9,0,NA,"1. male",40,16,60,0.75,"2. no","2. no",2,2,1,1,4
"270",270,0,2,5,5,1,1,3,5,2,"Non-white",10,0,NA,"1. male",22,5,70,0,"2. no","2. no",1,1,4,1,1
"271",271,0,4,3,2,3,1,2,3,5,"White",9,0,"Does not watch Fox","2. female",53,17,40,0,"1. yes","1. yes",6,4,4,4,4
"272",272,1,4,2,6,3,1,2,1,NA,"White",7,1,NA,"2. female",56,5,0,0.75,NA,"2. no",5,5,1,4,5
"273",273,0,3,5,4,2,1,3,4,2,"White",13,0,"Does not watch Fox","1. male",56,6,85,0,NA,"2. no",1,2,1,1,4
"274",274,0,3,5,2,1,1,2,3,4,"White",12,0,NA,"1. male",47,12,70,0.25,"2. no","1. yes",2,2,2,2,3
"275",275,0,1,4,5,1,1,2,4,2,"White",14,0,"Does not watch Fox","1. male",65,23,100,0,NA,"2. no",1,2,2,1,4
"276",276,0,5,1,3,3,1,1,3,4,"Non-white",10,0,"Does not watch Fox","1. male",72,NA,0,0.5,NA,"2. no",3,3,4,4,3
"277",277,NA,4,4,4,3,NA,2,5,4,"White",12,NA,"Does not watch Fox","1. male",32,15,85,0.25,"2. no","1. yes",3,5,2,4,3
"278",278,0,NA,3,1,3,1,2,2,5,"White",13,0,NA,"2. female",35,11,30,0.5,"2. no","1. yes",6,4,4,4,5
"279",279,0,4,5,3,2,NA,3,5,4,"White",10,0,"Does not watch Fox","2. female",62,20,85,NA,"2. no","1. yes",1,4,2,2,4
"280",280,1,5,2,3,3,3,2,3,6,"White",13,1,"Watches Fox","1. male",63,21,15,0.75,"1. yes","1. yes",7,4,4,2,5
"281",281,0,5,3,3,3,NA,2,3,4,"White",5,0,"Watches Fox","1. male",76,6,30,NA,"1. yes","1. yes",2,NA,NA,NA,NA
"282",282,0,6,4,7,3,2,2,3,4,"White",9,0,"Watches Fox","2. female",54,19,15,1,NA,"2. no",6,2,4,2,5
"283",283,0,6,3,NA,3,2,3,3,4,"White",10,0,"Does not watch Fox","1. male",53,26,60,1,"2. no","1. yes",6,4,2,3,3
"284",284,0,2,4,3,3,2,3,3,6,"White",9,0,"Does not watch Fox","2. female",46,13,60,0.75,NA,"1. yes",7,5,2,2,5
"285",285,0,5,3,NA,3,NA,2,3,NA,"White",9,0,"Does not watch Fox","1. male",62,19,50,NA,NA,"2. no",3,NA,NA,NA,NA
"286",286,0,4,3,3,3,2,2,2,4,"White",9,0,"Watches Fox","2. female",57,16,0,0.75,"2. no","2. no",1,4,2,2,4
"287",287,0,5,3,2,1,NA,3,NA,3,"White",12,0,"Does not watch Fox","2. female",51,1,60,NA,"2. no","1. yes",3,NA,NA,NA,NA
"288",288,0,NA,3,4,3,NA,3,2,5,"White",11,0,"Does not watch Fox","2. female",54,25,60,NA,"2. no","1. yes",6,5,5,4,4
"289",289,1,3,2,1,3,2,2,4,6,"White",14,1,"Watches Fox","1. male",61,17,15,0.25,"1. yes","2. no",7,4,2,2,4
"290",290,0,6,3,NA,3,1,1,1,3,"White",9,0,"Does not watch Fox","1. male",50,17,15,0.75,NA,"2. no",4,1,4,1,4
"291",291,1,6,1,1,3,2,3,2,6,"White",12,1,"Does not watch Fox","2. female",37,20,0,0.25,"2. no","1. yes",7,5,4,4,5
"292",292,0,5,4,4,3,2,2,2,NA,"White",7,0,"Does not watch Fox","1. male",40,12,60,0.75,NA,"2. no",4,2,3,2,4
"293",293,NA,NA,1,NA,3,2,2,7,NA,"White",6,NA,NA,"2. female",32,3,30,1,NA,"2. no",NA,2,3,2,NA
"294",294,0,6,3,3,3,2,3,4,4,"White",10,0,"Watches Fox","1. male",62,7,0,0.75,NA,"1. yes",5,4,4,3,5
"295",295,0,4,4,4,2,2,3,4,2,"White",9,0,"Does not watch Fox","2. female",41,25,100,0.25,"2. no","1. yes",1,1,1,1,2
"296",296,0,4,4,4,1,2,3,NA,4,"Non-white",10,0,"Watches Fox","1. male",52,NA,85,0.75,"2. no","1. yes",3,3,3,3,4
"297",297,0,4,6,5,3,1,3,6,4,"White",9,0,"Does not watch Fox","2. female",61,15,85,0.75,"2. no","1. yes",2,2,2,1,5
"298",298,1,4,4,6,3,2,3,4,2,"Non-white",13,1,"Does not watch Fox","1. male",54,17,100,0.75,NA,"1. yes",1,1,4,1,5
"299",299,0,5,3,4,3,2,2,4,4,"Non-white",8,0,"Watches Fox","1. male",65,3,70,0.75,NA,"1. yes",3,2,4,4,2
"300",300,0,4,NA,1,2,NA,2,1,4,"White",11,0,"Does not watch Fox","2. female",54,17,30,NA,"2. no","1. yes",5,2,5,1,5
"301",301,NA,NA,4,5,1,2,3,NA,NA,"Non-white",10,NA,NA,"2. female",31,7,85,NA,NA,"2. no",2,2,4,3,2
"302",302,NA,NA,7,NA,2,NA,3,NA,NA,"Non-white",5,NA,"Does not watch Fox","2. female",66,NA,70,NA,"2. no","2. no",2,2,3,3,4
"303",303,1,6,3,2,3,3,2,1,6,"Non-white",12,1,"Watches Fox","2. female",61,8,0,0.75,"1. yes","1. yes",7,1,5,2,5
"304",304,0,7,7,1,3,2,3,1,NA,"Non-white",10,0,NA,"1. male",53,8,100,NA,"1. yes","1. yes",5,5,3,1,5
"305",305,0,NA,5,6,1,2,3,NA,NA,"Non-white",9,0,"Does not watch Fox","2. female",52,13,100,NA,"1. yes","1. yes",1,4,5,4,5
"306",306,0,7,NA,NA,1,NA,3,1,NA,"Non-white",9,0,NA,"2. female",19,1,70,NA,"2. no","2. no",3,NA,NA,NA,NA
"307",307,0,6,NA,4,3,3,2,1,5,"Non-white",9,0,"Does not watch Fox","1. male",27,11,30,1,"2. no","1. yes",5,2,3,4,2
"308",308,0,5,1,5,1,3,2,4,6,"Non-white",11,0,"Does not watch Fox","1. male",68,NA,100,1,"2. no","1. yes",1,5,5,4,5
"309",309,NA,NA,5,5,NA,1,3,NA,NA,"Non-white",13,NA,NA,"2. female",22,5,50,0.75,"1. yes","1. yes",2,4,NA,3,3
"310",310,1,6,7,1,3,3,3,4,5,"Non-white",9,1,NA,"1. male",30,21,85,0.75,"1. yes","1. yes",1,1,4,5,1
"311",311,NA,7,5,7,1,3,3,4,5,"White",9,NA,"Does not watch Fox","1. male",53,15,70,1,"2. no","1. yes",1,1,5,4,5
"312",312,0,7,4,1,1,1,2,1,7,"Non-white",10,0,NA,"2. female",23,13,85,NA,"1. yes","1. yes",4,5,3,5,5
"313",313,NA,4,7,7,1,2,3,4,4,"Non-white",13,NA,"Does not watch Fox","2. female",33,1,100,1,"1. yes","1. yes",1,1,2,1,2
"314",314,0,NA,NA,NA,2,3,3,1,NA,"White",10,0,"Does not watch Fox","2. female",59,NA,100,0.75,"2. no","1. yes",1,5,1,5,3
"315",315,0,2,4,3,3,3,3,3,5,"White",13,0,"Watches Fox","2. female",73,10,70,0.5,"2. no","1. yes",3,5,5,2,5
"316",316,NA,4,5,7,1,1,3,NA,2,"White",15,NA,NA,"2. female",90,NA,50,NA,NA,"2. no",NA,2,3,NA,4
"317",317,0,3,4,3,1,NA,2,4,4,"Non-white",13,0,"Does not watch Fox","1. male",64,17,80,NA,NA,"1. yes",1,NA,NA,NA,NA
"318",318,0,5,2,5,2,3,3,5,3,"Non-white",7,0,"Does not watch Fox","2. female",61,7,50,0.75,"1. yes","1. yes",2,1,5,4,5
"319",319,0,4,4,4,1,1,3,1,4,"Non-white",12,0,"Watches Fox","2. female",40,NA,100,NA,"2. no","1. yes",6,1,4,3,5
"320",320,0,6,3,2,3,2,2,3,5,"White",10,0,"Watches Fox","2. female",47,23,60,0.5,"2. no","1. yes",6,2,5,4,5
"321",321,1,5,4,4,3,2,NA,NA,3,"White",11,1,"Watches Fox","1. male",41,3,50,0.5,NA,"2. no",6,2,4,2,5
"322",322,NA,NA,NA,NA,3,3,2,1,NA,"White",8,NA,"Does not watch Fox","1. male",65,13,0,0.75,"1. yes","1. yes",4,2,4,3,4
"323",323,NA,5,NA,4,3,3,3,NA,5,"Non-white",9,NA,"Does not watch Fox","1. male",42,NA,100,1,"2. no","1. yes",1,2,4,2,4
"324",324,0,3,5,6,3,2,2,3,2,"White",8,0,"Does not watch Fox","1. male",46,12,70,0.25,NA,"2. no",2,4,2,4,4
"325",325,0,5,5,4,3,2,2,2,4,"White",10,0,"Watches Fox","1. male",41,17,15,0.75,NA,"2. no",5,2,4,2,4
"326",326,NA,6,NA,2,3,2,3,NA,5,"White",9,NA,"Does not watch Fox","1. male",62,1,70,0.75,NA,"1. yes",4,4,2,2,4
"327",327,0,5,6,4,3,NA,2,4,NA,"Non-white",8,0,"Does not watch Fox","2. female",55,2,60,0.25,"1. yes","1. yes",4,5,5,1,5
"328",328,0,6,4,3,3,2,3,2,4,"White",13,0,"Watches Fox","1. male",87,9,85,1,"1. yes","1. yes",3,5,5,1,5
"329",329,1,5,1,3,3,3,2,1,7,"White",10,1,"Does not watch Fox","2. female",61,16,30,1,"1. yes","1. yes",7,5,5,2,5
"330",330,0,NA,4,5,NA,NA,2,5,5,"Non-white",13,0,"Does not watch Fox","2. female",22,2,60,0,"2. no","1. yes",2,1,5,1,4
"331",331,0,4,3,3,2,1,2,3,NA,"Non-white",9,0,"Does not watch Fox","1. male",19,5,60,1,"1. yes","1. yes",3,2,4,2,4
"332",332,0,2,6,6,1,1,2,6,2,"White",16,0,NA,"1. male",30,23,85,0,NA,"2. no",1,1,1,1,1
"333",333,0,3,5,2,2,NA,3,1,3,"White",13,0,"Does not watch Fox","1. male",42,26,85,NA,"2. no","2. no",3,1,2,1,4
"334",334,NA,NA,3,1,3,3,3,2,2,"White",13,NA,"Does not watch Fox","2. female",23,3,90,0.75,"2. no","1. yes",2,2,2,2,4
"335",335,0,4,NA,2,2,3,3,3,4,"White",14,0,"Does not watch Fox","2. female",65,22,70,0.5,"2. no","1. yes",3,4,3,2,5
"336",336,1,5,4,6,3,2,3,3,4,"White",13,1,"Does not watch Fox","1. male",29,13,60,NA,"2. no","1. yes",5,4,4,2,4
"337",337,0,3,6,4,1,1,3,7,1,"White",14,0,"Does not watch Fox","1. male",57,17,87,0,"2. no","1. yes",1,5,2,3,3
"338",338,0,2,4,5,2,2,3,3,4,"Non-white",14,0,"Watches Fox","2. female",58,25,85,NA,NA,"1. yes",3,4,3,2,2
"339",339,0,3,4,3,1,1,3,3,2,"White",14,0,"Does not watch Fox","2. female",54,25,85,0,"2. no","1. yes",3,2,2,2,3
"340",340,0,4,3,4,2,1,2,5,3,"White",14,0,"Does not watch Fox","1. male",32,28,70,0,"2. no","1. yes",2,4,1,2,2
"341",341,0,4,2,1,3,3,3,2,5,"White",9,0,"Watches Fox","2. female",68,NA,30,NA,"2. no","1. yes",5,5,5,5,5
"342",342,NA,4,5,7,2,2,3,1,NA,"White",9,NA,"Does not watch Fox","2. female",54,20,100,0.75,"1. yes","1. yes",3,2,3,3,5
"343",343,1,4,2,2,3,3,2,2,6,"White",10,1,"Watches Fox","2. female",69,17,0,NA,"2. no","1. yes",7,5,5,2,5
"344",344,0,4,5,5,3,1,3,2,2,"White",9,0,"Watches Fox","2. female",59,19,100,NA,"2. no","1. yes",1,2,5,1,5
"345",345,0,4,2,2,3,2,2,1,4,"White",10,0,"Watches Fox","1. male",52,NA,70,NA,"2. no","1. yes",4,4,2,5,5
"346",346,0,5,6,4,3,2,3,4,NA,"White",10,0,NA,"2. female",37,12,85,0.75,"2. no","1. yes",2,5,5,3,5
"347",347,1,6,3,3,3,2,3,2,5,"White",15,1,"Watches Fox","2. female",67,17,40,NA,"2. no","1. yes",5,4,5,4,5
"348",348,0,4,6,4,3,3,3,3,5,"White",NA,0,"Does not watch Fox","1. male",55,11,70,0.5,NA,"2. no",3,2,5,2,5
"349",349,0,6,6,7,1,2,3,6,NA,"Non-white",13,0,"Does not watch Fox","2. female",56,10,100,NA,"1. yes","1. yes",1,5,5,1,3
"350",350,0,7,6,1,3,2,2,2,NA,"White",9,0,"Watches Fox","1. male",41,NA,40,0.75,NA,"2. no",3,1,2,4,4
"351",351,NA,5,5,NA,2,NA,3,5,3,"White",9,NA,"Does not watch Fox","2. female",36,12,60,0.25,"2. no","2. no",2,4,1,1,4
"352",352,0,3,4,4,2,2,2,4,3,"Non-white",9,0,"Does not watch Fox","1. male",42,NA,85,1,"1. yes","1. yes",2,4,1,3,5
"353",353,0,3,4,4,3,1,1,1,3,"White",9,0,"Does not watch Fox","2. female",50,1,30,1,NA,"1. yes",3,5,5,4,5
"354",354,0,5,3,4,3,2,3,3,NA,"White",5,0,"Watches Fox","1. male",24,5,15,0.75,"2. no","2. no",5,2,3,2,4
"355",355,1,6,1,1,3,1,2,1,7,"White",11,1,"Watches Fox","2. female",44,8,0,0.75,"1. yes","1. yes",7,5,5,5,5
"356",356,0,5,3,4,2,2,2,NA,4,"Non-white",9,0,"Watches Fox","1. male",35,14,60,0.5,"2. no","1. yes",3,2,1,2,4
"357",357,0,7,5,2,1,1,3,7,4,"Non-white",5,0,NA,"2. female",53,1,100,1,"1. yes","2. no",1,1,3,1,5
"358",358,0,4,4,NA,3,NA,3,4,4,"White",10,0,"Does not watch Fox","2. female",35,13,70,NA,"1. yes","1. yes",3,NA,NA,NA,NA
"359",359,1,NA,NA,NA,2,NA,3,NA,NA,"Non-white",9,1,"Does not watch Fox","2. female",57,2,85,NA,"1. yes","1. yes",2,2,4,1,4
"360",360,0,3,NA,5,3,3,3,NA,NA,"Non-white",7,0,"Does not watch Fox","1. male",59,3,100,1,NA,"2. no",1,1,4,2,4
"361",361,0,NA,NA,NA,2,NA,NA,NA,4,"Non-white",7,0,"Does not watch Fox","2. female",70,2,100,1,NA,"2. no",3,3,4,1,4
"362",362,0,4,4,5,3,NA,2,NA,NA,"Non-white",11,0,"Does not watch Fox","2. female",48,NA,100,NA,"2. no","1. yes",1,1,5,1,5
"363",363,0,4,NA,NA,1,2,3,5,4,"Non-white",10,0,"Watches Fox","2. female",65,5,100,0.25,"1. yes","1. yes",1,5,2,1,4
"364",364,0,2,NA,NA,1,2,3,4,4,"Non-white",13,0,"Does not watch Fox","2. female",44,12,100,1,"2. no","2. no",1,2,4,2,4
"365",365,1,5,2,2,NA,NA,2,4,5,"White",13,1,"Does not watch Fox","2. female",44,NA,0,0.5,"1. yes","1. yes",7,2,4,2,4
"366",366,0,5,4,NA,3,2,3,4,NA,"White",9,0,"Does not watch Fox","1. male",75,2,85,NA,NA,"2. no",3,2,4,1,5
"367",367,0,6,2,1,3,2,2,4,4,"White",9,0,"Does not watch Fox","1. male",56,15,50,1,"2. no","1. yes",6,2,4,4,4
"368",368,1,5,5,4,3,2,2,5,NA,"White",9,1,"Does not watch Fox","2. female",25,12,70,0.75,"2. no","1. yes",2,2,3,1,3
"369",369,1,1,1,1,1,2,3,7,NA,"White",6,1,"Does not watch Fox","2. female",70,2,50,0.75,"1. yes","2. no",3,2,2,3,5
"370",370,0,NA,4,3,2,3,2,1,3,"White",4,0,"Does not watch Fox","2. female",65,10,70,1,"2. no","2. no",1,3,3,2,4
"371",371,1,4,3,2,3,NA,2,NA,6,"White",13,1,"Watches Fox","1. male",80,14,15,NA,"1. yes","1. yes",6,5,5,3,5
